StudentID,Gender,Year_02,Kinder_Age,Disability,NCCD-Funded,01.SES,02.SES,NumSibling,SiblingOrder,NumAbvYear9,NumAbvDiploma,NumProf,Burt-01-SOY,Burt-01-EOY,Clay-01-SOY,Clay-01-EOY,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Year3_Writing_At_Risk,Burt-01-ROC,Clay-01-ROC,TextLevel-01-ROC,TextLevel-02-ROC,TextLevel-01-02-ROC,Year3_Writing_At_Risk_N,Counting-02-ROC,Place Value-02-ROC,Addition and Subtraction-02-ROC,Multiplication and Division-02-ROC,Gender_N,Disability_N
SN97515171,Female,2018,5.0,Disability_Non-disable,0,108,108,2,2,2,0,2,15,28,0,1,10,13,24,21,29,31,16,30,1,2,1,1,1,2,2,2,False,86.67,1.0,140.0,47.62,29.17,0,100.0,0.0,100.0,0.0,0,1
SN99855635,Female,2018,5.7,Disability_Non-disable,0,98,98,2,1,2,0,0,24,29,0,0,10,14,20,22,22,28,35,33,2,3,1,2,1,2,1,2,False,20.83,0.0,100.0,27.27,40.0,0,50.0,100.0,100.0,100.0,0,1
SN33767100,Female,2020,5.3,Disability_Non-disable,0,105,105,2,1,2,1,0,14,28,0,13,9,10,20,14,17,28,24,27,2,2,1,2,1,2,2,1,False,100.0,13.0,122.22,100.0,40.0,0,0.0,100.0,100.0,-50.0,0,1
SN92015623,Female,2017,5.8,Disability_Non-disable,0,101,101,2,2,2,0,1,32,49,0,0,20,30,30,30,31,31,43,38,3,2,1,2,3,2,2,1,False,53.12,0.0,50.0,3.33,3.33,0,-33.33,100.0,-33.33,-50.0,0,1
SN39309027,Female,2020,5.4,Disability_Non-disable,0,104,104,3,3,1,1,1,22,31,0,0,15,15,18,19,18,27,23,43,2,3,1,2,2,3,2,2,False,40.91,0.0,20.0,42.11,50.0,0,50.0,100.0,50.0,0.0,0,1
SN11645038,Female,2018,4.7,Disability_Non-disable,0,98,98,3,2,2,2,1,7,28,5,0,5,10,15,21,25,29,11,28,0,1,0,1,0,2,0,0,False,300.0,-100.0,200.0,38.1,93.33,0,1.0,1.0,2.0,0.0,0,1
SN64776667,Male,2018,5.4,Disability_Non-disable,0,97,97,3,3,1,1,1,18,31,10,0,3,9,19,19,22,28,24,32,3,2,2,1,1,1,1,2,True,72.22,-100.0,533.33,47.37,47.37,1,-33.33,-50.0,0.0,100.0,1,1
SN42035142,Male,2020,5.2,Disability_Non-disable,0,112,112,3,1,2,1,1,20,33,2,1,13,13,18,19,21,24,17,27,2,2,1,2,2,2,2,1,True,65.0,-50.0,38.46,26.32,33.33,1,0.0,100.0,0.0,-50.0,1,1
SN97701744,Female,2021,5.0,Disability_Non-disable,0,104,98,2,1,2,2,2,41,72,0,0,20,23,29,29,31,28,50,54,2,2,1,1,2,2,2,1,False,75.61,0.0,45.0,-3.45,-3.45,0,0.0,0.0,0.0,-50.0,0,1
SN57631223,Female,2021,4.9,Disability_Non-disable,0,95,92,5,4,0,0,0,31,44,0,3,20,19,20,23,23,26,32,19,2,2,1,1,2,1,1,2,False,41.94,3.0,0.0,13.04,30.0,0,0.0,0.0,-50.0,100.0,0,1
SN42892267,Male,2020,5.2,Disability_Cognitive,0,97,97,2,2,2,1,0,19,29,1,11,10,12,21,20,19,22,17,40,1,2,1,1,1,1,1,2,False,52.63,1000.0,110.0,10.0,4.76,0,100.0,0.0,0.0,100.0,1,0
SN51950333,Female,2016,5.4,Disability_Non-disable,0,97,97,2,1,2,2,1,22,30,8,0,9,14,18,27,23,26,26,29,2,2,1,1,2,2,2,2,False,36.36,-100.0,100.0,-3.7,44.44,0,0.0,0.0,0.0,0.0,0,1
SN94569869,Female,2018,5.2,Disability_Non-disable,0,114,114,2,2,0,0,0,25,38,0,2,13,14,23,21,26,30,26,30,2,2,1,2,2,2,2,3,False,52.0,2.0,76.92,42.86,30.43,0,0.0,100.0,0.0,50.0,0,1
SN07745972,Female,2021,5.7,Disability_Cognitive,1,99,94,3,3,2,2,0,13,27,1,11,3,12,18,17,20,26,11,30,1,2,1,2,1,1,2,2,False,107.69,1000.0,500.0,52.94,44.44,0,100.0,100.0,0.0,0.0,0,0
SN29986324,Female,2020,5.5,Disability_Non-disable,0,94,94,4,4,2,0,0,19,31,0,0,8,17,18,23,23,25,22,33,1,4,1,2,1,2,1,2,False,63.16,0.0,125.0,8.7,38.89,0,300.0,100.0,100.0,100.0,0,1
SN21140501,Female,2021,6.0,Disability_Cognitive,0,94,91,5,4,1,1,0,9,26,1,11,3,9,14,18,20,21,16,15,0,1,1,1,0,1,1,2,False,188.89,1000.0,366.67,16.67,50.0,0,1.0,0.0,1.0,100.0,0,0
SN85071771,Male,2017,5.5,Disability_Non-disable,0,98,98,4,4,2,0,0,16,28,5,13,7,14,18,17,17,24,6,22,1,3,1,0,0,2,2,1,True,75.0,160.0,157.14,41.18,33.33,1,200.0,-100.0,2.0,-50.0,1,1
SN98887588,Male,2018,6.2,Disability_Non-disable,0,114,114,1,1,2,2,1,74,84,0,0,27,29,28,30,29,33,30,39,3,5,3,3,4,5,0,3,False,13.51,0.0,3.7,10.0,17.86,0,66.67,0.0,25.0,3.0,1,1
SN56058298,Female,2018,5.5,Disability_Non-disable,0,114,114,3,2,1,0,0,37,52,0,1,16,16,30,29,30,31,27,34,2,4,2,2,1,2,2,2,False,40.54,1.0,87.5,6.9,3.33,0,100.0,0.0,100.0,0.0,0,1
SN91850687,Male,2021,4.9,Disability_Non-disable,0,113,105,2,1,2,2,2,21,60,0,1,9,17,19,23,24,28,34,40,2,3,1,2,3,2,0,2,False,185.71,1.0,111.11,21.74,47.37,0,50.0,100.0,-33.33,2.0,1,1
SN51626137,Female,2021,5.2,Disability_Cognitive,1,99,94,2,1,0,0,0,39,42,0,0,12,21,26,31,25,31,42,48,2,3,1,2,1,2,1,2,False,7.69,0.0,116.67,0.0,19.23,0,50.0,100.0,100.0,100.0,0,0
SN36073354,Female,2018,5.5,Disability_Non-disable,0,97,97,2,2,1,0,0,19,27,0,0,4,12,22,24,25,28,12,27,4,4,1,2,3,5,1,3,True,42.11,0.0,450.0,16.67,27.27,1,0.0,100.0,66.67,200.0,0,1
SN59886085,Male,2020,5.2,Disability_Cognitive,0,97,97,2,2,0,0,0,3,19,0,11,0,8,16,14,15,19,4,11,0,1,0,0,0,1,0,0,True,533.33,11.0,16.0,35.71,18.75,1,1.0,0.0,1.0,0.0,1,0
SN31138955,Male,2020,5.1,Disability_Cognitive,1,99,99,3,2,2,1,1,14,28,7,15,6,8,21,15,18,23,10,12,2,4,1,2,1,1,1,2,True,100.0,114.29,250.0,53.33,9.52,1,100.0,100.0,0.0,100.0,1,0
SN52227442,Male,2020,5.2,Disability_Non-disable,0,99,99,3,2,2,0,0,18,33,1,13,8,11,22,19,23,31,15,36,2,3,2,2,1,4,2,2,False,83.33,1200.0,175.0,63.16,40.91,0,50.0,0.0,300.0,0.0,1,1
SN36112719,Male,2017,5.1,Disability_Non-disable,0,114,114,4,2,2,1,0,21,32,15,14,10,12,20,21,24,29,35,28,2,5,2,2,2,3,2,2,False,52.38,-6.67,100.0,38.1,45.0,0,150.0,0.0,50.0,0.0,1,1
SN84564692,Male,2017,5.7,Disability_Cognitive,0,99,99,2,2,1,0,1,24,30,0,1,15,17,22,24,28,31,13,28,2,3,1,2,0,3,1,2,False,25.0,1.0,46.67,29.17,40.91,0,50.0,100.0,3.0,100.0,1,0
SN07515878,Female,2018,5.0,Disability_Cognitive,0,98,98,3,2,0,0,0,12,28,5,15,6,11,15,13,21,27,13,21,2,2,1,1,1,2,2,2,True,133.33,200.0,150.0,107.69,80.0,1,0.0,0.0,100.0,0.0,0,0
SN49880714,Female,2017,5.2,Disability_Non-disable,0,97,97,2,2,0,0,0,13,23,0,13,7,6,17,15,19,23,7,21,2,3,1,1,0,2,0,2,True,76.92,13.0,142.86,53.33,35.29,1,50.0,0.0,2.0,2.0,0,1
SN45147964,Male,2016,5.4,Disability_Non-disable,0,101,101,1,1,2,0,1,39,47,0,2,23,28,30,29,32,29,24,37,1,4,1,3,2,4,0,2,False,20.51,2.0,30.43,0.0,-3.33,0,300.0,200.0,100.0,2.0,1,1
SN20932825,Female,2017,5.6,Disability_Non-disable,0,95,95,6,4,2,0,0,3,32,3,16,3,14,19,16,19,21,5,12,2,3,1,2,1,3,1,2,False,966.67,433.33,533.33,31.25,10.53,0,50.0,100.0,200.0,100.0,0,1
SN49344671,Male,2018,4.8,Disability_Non-disable,0,97,97,3,2,2,1,2,19,29,12,0,7,11,15,20,22,27,16,31,1,2,1,1,1,1,0,0,True,52.63,-100.0,114.29,35.0,80.0,1,100.0,0.0,0.0,0.0,1,1
SN95996336,Male,2020,4.6,Disability_Non-disable,0,97,99,2,1,1,1,0,26,37,0,0,12,15,28,24,23,28,16,32,3,2,1,0,1,2,0,0,False,42.31,0.0,133.33,16.67,0.0,0,-33.33,-100.0,100.0,0.0,1,1
SN19030156,Female,2021,5.1,Disability_Non-disable,0,104,98,3,2,1,1,0,16,26,0,0,13,8,17,18,17,22,12,23,1,2,1,1,1,0,2,0,False,62.5,0.0,30.77,22.22,29.41,0,100.0,0.0,-100.0,-100.0,0,1
SN04992323,Male,2018,5.4,Disability_Non-disable,0,120,120,2,2,2,2,2,26,39,1,2,14,14,23,22,25,28,40,36,3,4,1,2,2,3,2,3,False,50.0,100.0,64.29,27.27,21.74,0,33.33,100.0,50.0,50.0,1,1
SN92555599,Male,2017,5.3,Disability_Non-disable,0,104,104,1,1,0,0,0,14,36,11,14,8,14,22,23,23,25,15,26,2,3,0,2,2,2,0,2,True,157.14,27.27,175.0,8.7,13.64,1,50.0,2.0,0.0,2.0,1,1
SN26714437,Male,2020,5.3,Disability_Cognitive,0,112,112,3,3,2,1,2,18,30,1,12,4,10,18,18,23,25,17,17,1,1,1,2,1,2,0,2,False,66.67,1100.0,350.0,38.89,38.89,0,0.0,100.0,100.0,2.0,1,0
SN43635883,Female,2020,5.5,Disability_Non-disable,0,105,105,4,3,2,0,0,23,27,0,0,10,14,20,18,21,26,23,37,2,1,1,2,1,1,2,2,False,17.39,0.0,100.0,44.44,30.0,0,-50.0,100.0,0.0,0.0,0,1
SN27153208,Female,2017,5.7,Disability_Non-disable,0,120,120,2,2,2,0,2,20,38,0,0,9,13,22,21,22,26,37,27,2,3,1,2,1,2,1,2,False,90.0,0.0,144.44,23.81,18.18,0,50.0,100.0,100.0,100.0,0,1
SN66612463,Male,2021,4.8,Disability_Cognitive,0,104,98,2,1,2,2,1,10,26,6,16,3,7,20,21,23,27,6,19,2,3,1,1,1,1,2,1,True,160.0,166.67,566.67,28.57,35.0,1,50.0,0.0,0.0,-50.0,1,0
SN15974413,Female,2020,4.9,Disability_Non-disable,0,109,109,2,1,2,1,0,28,42,0,0,17,26,25,28,30,29,8,37,2,2,0,0,0,2,1,2,True,50.0,0.0,47.06,3.57,16.0,1,0.0,0.0,2.0,100.0,0,1
SN22960579,Male,2018,5.0,Disability_Non-disable,0,94,94,4,4,1,1,1,11,47,5,15,6,9,21,19,22,27,11,28,2,1,1,2,2,1,2,1,True,327.27,200.0,250.0,42.11,28.57,1,-50.0,100.0,-50.0,-50.0,1,1
SN79810688,Male,2018,5.1,Disability_Cognitive,1,95,95,1,1,2,1,1,9,23,4,12,3,5,16,19,19,22,11,19,2,3,1,1,1,2,0,1,True,155.56,200.0,433.33,15.79,37.5,1,50.0,0.0,100.0,1.0,1,0
SN69176479,Female,2021,5.3,Disability_Cognitive,0,117,108,2,2,2,1,2,20,39,12,15,11,12,26,25,27,29,33,31,3,3,1,2,2,2,2,2,True,95.0,25.0,136.36,16.0,11.54,1,0.0,100.0,0.0,0.0,0,0
SN10159771,Female,2021,4.9,Disability_Non-disable,0,120,109,1,1,2,2,2,7,28,3,16,4,7,19,17,18,22,6,2,1,1,1,1,1,1,1,1,False,300.0,433.33,375.0,29.41,15.79,0,0.0,0.0,0.0,0.0,0,1
SN62083978,Male,2017,5.9,Disability_Non-disable,0,115,115,4,3,2,1,0,24,38,16,11,9,14,19,23,28,29,24,27,3,3,2,2,2,3,2,2,False,58.33,-31.25,111.11,26.09,52.63,0,0.0,0.0,50.0,0.0,1,1
SN63487059,Male,2020,5.5,Disability_Non-disable,0,105,105,4,4,1,1,1,23,34,0,0,12,17,23,25,29,30,27,48,2,3,1,2,1,3,1,1,False,47.83,0.0,91.67,20.0,30.43,0,50.0,100.0,200.0,0.0,1,1
SN60029362,Male,2017,5.3,Disability_Cognitive,0,104,104,1,1,0,0,0,8,35,7,14,5,14,19,22,20,24,13,17,1,1,1,0,0,2,0,2,True,337.5,100.0,280.0,9.09,26.32,1,0.0,-100.0,2.0,2.0,1,0
SN96384438,Female,2020,5.6,Disability_Cognitive,0,116,116,4,3,2,2,1,15,27,6,17,8,19,22,18,23,24,10,35,0,4,1,2,1,3,0,2,False,80.0,183.33,175.0,33.33,9.09,0,4.0,100.0,200.0,2.0,0,0
SN16286022,Male,2017,5.2,Disability_Non-disable,0,103,103,2,2,0,0,0,30,42,17,0,20,23,26,24,24,29,26,38,2,4,1,1,1,2,2,0,False,40.0,-100.0,30.0,20.83,11.54,0,100.0,0.0,100.0,-100.0,1,1
SN85770004,Male,2020,4.8,Disability_Non-disable,0,112,112,3,3,2,0,0,42,34,0,17,8,10,19,18,19,22,21,24,2,3,1,2,2,3,0,2,False,-19.05,17.0,137.5,22.22,15.79,0,50.0,100.0,50.0,2.0,1,1
SN06307947,Male,2017,5.7,Disability_Non-disable,0,98,98,3,1,2,2,2,19,29,3,0,16,19,22,21,28,30,23,33,2,5,1,2,2,4,2,2,False,52.63,-100.0,37.5,42.86,36.36,0,150.0,100.0,100.0,0.0,1,1
SN70299397,Male,2016,5.2,Disability_Non-disable,0,120,120,2,2,2,1,2,26,29,0,15,10,14,21,21,25,25,28,31,4,5,2,2,2,5,1,2,True,11.54,15.0,110.0,19.05,19.05,1,25.0,0.0,150.0,100.0,1,1
SN34604418,Male,2018,5.6,Disability_Cognitive,1,95,95,4,4,1,1,1,11,31,4,12,7,10,19,17,23,24,17,7,3,3,2,2,0,2,2,2,True,181.82,200.0,171.43,41.18,26.32,1,0.0,0.0,2.0,0.0,1,0
SN42115323,Female,2020,5.5,Disability_Cognitive,0,103,103,2,2,2,1,1,14,36,12,14,8,10,18,18,26,30,9,26,2,3,1,2,1,1,1,2,False,157.14,16.67,125.0,66.67,66.67,0,50.0,100.0,0.0,100.0,0,0
SN33399690,Male,2021,5.0,Disability_Non-disable,0,95,95,3,2,1,0,0,3,26,2,13,6,6,19,18,19,23,7,13,2,2,1,1,1,1,0,2,True,766.67,550.0,216.67,27.78,21.05,1,0.0,0.0,0.0,2.0,1,1
SN93322195,Male,2018,6.0,Disability_Cognitive,1,103,103,2,2,2,0,0,21,31,0,14,9,10,20,17,20,24,31,27,1,2,1,2,0,0,2,1,False,47.62,14.0,122.22,41.18,20.0,0,100.0,100.0,0.0,-50.0,1,0
SN66078108,Male,2021,5.2,Disability_Cognitive,0,102,97,3,3,2,2,1,12,32,8,0,6,7,20,21,29,29,24,31,2,4,2,2,1,4,2,2,False,166.67,-100.0,233.33,38.1,45.0,0,100.0,0.0,300.0,0.0,1,0
SN70588600,Female,2017,5.1,Disability_Non-disable,0,97,97,1,1,1,0,0,23,50,0,0,14,18,23,26,24,29,18,30,2,3,1,2,0,2,0,0,False,117.39,0.0,64.29,11.54,26.09,0,50.0,100.0,2.0,0.0,0,1
SN89420724,Male,2018,5.6,Disability_Non-disable,0,116,116,3,1,2,0,2,30,41,0,1,12,16,26,28,31,30,37,38,1,3,1,1,2,3,0,2,False,36.67,1.0,116.67,7.14,15.38,0,200.0,0.0,50.0,2.0,1,1
SN12629415,Male,2017,5.3,Disability_Non-disable,0,98,98,2,2,0,0,0,8,26,2,12,3,16,19,19,18,23,10,22,1,3,1,2,1,2,2,1,True,225.0,500.0,533.33,21.05,21.05,1,200.0,100.0,100.0,-50.0,1,1
SN52498127,Female,2020,5.6,Disability_Non-disable,0,95,95,2,1,2,1,2,14,32,6,1,12,13,17,20,27,31,17,29,3,4,1,2,1,2,1,2,True,128.57,-83.33,41.67,55.0,82.35,1,33.33,100.0,100.0,100.0,0,1
SN46413722,Female,2018,5.2,Disability_Non-disable,0,95,93,2,1,2,1,1,17,25,3,11,7,13,16,13,18,26,4,26,1,2,0,1,1,2,1,0,True,47.06,266.67,128.57,100.0,62.5,1,100.0,1.0,100.0,-100.0,0,1
SN85715099,Male,2018,5.1,Disability_Non-disable,0,120,120,1,1,2,0,1,13,31,6,10,6,14,16,18,17,22,20,28,1,4,1,2,2,2,1,2,False,138.46,66.67,166.67,22.22,37.5,0,300.0,100.0,0.0,100.0,1,1
SN91865365,Female,2020,5.5,Disability_Non-disable,0,94,94,3,1,2,0,1,25,42,0,0,13,19,18,23,26,26,43,32,2,3,1,2,1,2,1,1,False,68.0,0.0,38.46,13.04,44.44,0,50.0,100.0,100.0,0.0,0,1
SN30615992,Female,2018,5.0,Disability_Non-disable,0,110,110,2,2,2,2,2,28,31,0,0,10,13,20,17,23,30,21,31,2,4,1,2,2,2,1,2,True,10.71,0.0,100.0,76.47,50.0,1,100.0,100.0,0.0,100.0,0,1
SN05135874,Female,2018,5.3,Disability_Cognitive,0,95,95,3,3,2,0,0,18,21,0,0,10,15,20,19,18,23,26,23,1,2,0,1,0,2,2,2,False,16.67,0.0,100.0,21.05,15.0,0,100.0,1.0,2.0,0.0,0,0
SN54522109,Female,2018,5.6,Disability_Non-disable,0,97,97,1,1,2,0,0,13,31,7,0,7,15,19,17,23,29,26,33,2,2,1,2,1,2,2,2,True,138.46,-100.0,171.43,70.59,52.63,1,0.0,100.0,100.0,0.0,0,1
SN50544424,Male,2020,5.5,Disability_Non-disable,0,101,101,2,2,0,0,0,10,32,3,0,9,16,23,26,28,30,12,29,2,3,2,2,1,4,2,3,False,220.0,-100.0,155.56,15.38,30.43,0,50.0,0.0,300.0,50.0,1,1
SN31731776,Female,2020,5.5,Disability_Cognitive,0,97,97,4,4,2,1,2,23,30,0,3,9,16,22,23,19,24,12,30,2,2,1,1,1,1,0,2,False,30.43,3.0,144.44,4.35,9.09,0,0.0,0.0,0.0,2.0,0,0
SN58211605,Female,2018,5.6,Disability_Non-disable,0,116,116,2,2,2,2,1,19,29,0,16,5,16,20,26,27,31,29,30,1,3,1,2,1,2,1,2,False,52.63,16.0,300.0,19.23,55.0,0,200.0,100.0,100.0,100.0,0,1
SN74076578,Male,2016,5.0,Disability_Cognitive,0,103,103,2,2,0,0,0,13,35,7,6,4,13,19,15,21,23,9,21,2,2,1,1,1,1,1,0,True,169.23,-14.29,375.0,53.33,21.05,1,0.0,0.0,0.0,-100.0,1,0
SN54932523,Female,2018,5.0,Disability_Non-disable,0,114,114,2,1,2,0,0,28,55,1,0,9,15,29,28,31,32,24,30,1,2,1,1,2,3,2,1,False,96.43,-100.0,222.22,14.29,10.34,0,100.0,0.0,50.0,-50.0,0,1
SN14349501,Female,2018,5.7,Disability_SocialEmotional,1,95,95,3,1,1,0,0,24,32,0,0,10,15,20,20,24,26,20,38,1,2,1,2,1,2,0,3,False,33.33,0.0,100.0,30.0,30.0,0,100.0,100.0,100.0,3.0,0,4
SN38070070,Male,2018,5.4,Disability_Non-disable,0,120,120,2,1,2,2,2,34,46,0,0,17,19,25,25,24,27,44,37,4,5,2,4,2,5,2,2,False,35.29,0.0,47.06,8.0,8.0,0,25.0,100.0,150.0,0.0,1,1
SN92571052,Male,2020,5.0,Disability_Cognitive,0,115,115,4,3,2,1,2,11,31,0,14,8,14,23,19,22,25,19,36,1,2,1,1,1,2,1,2,True,181.82,14.0,187.5,31.58,8.7,1,100.0,0.0,100.0,100.0,1,0
SN91898959,Male,2021,4.5,Disability_Cognitive,0,92,87,3,3,2,1,0,4,26,2,17,6,9,17,15,21,22,3,0,1,2,1,1,1,1,1,2,False,550.0,750.0,183.33,46.67,29.41,0,100.0,0.0,0.0,100.0,1,0
SN31576828,Female,2020,5.4,Disability_Non-disable,0,94,94,2,1,2,2,0,25,52,0,2,9,17,23,22,21,27,27,44,2,3,1,2,1,2,2,2,False,108.0,2.0,155.56,22.73,17.39,0,50.0,100.0,100.0,0.0,0,1
SN65075056,Male,2018,4.7,Disability_Non-disable,0,95,95,2,2,2,2,0,32,34,0,0,12,19,19,18,23,25,16,32,1,3,1,2,0,2,0,1,False,6.25,0.0,58.33,38.89,31.58,0,200.0,100.0,2.0,1.0,1,1
SN94117667,Female,2016,5.5,Disability_Non-disable,0,102,102,2,2,2,0,0,29,41,0,0,10,15,24,20,23,28,37,31,2,4,1,2,2,0,0,2,False,41.38,0.0,140.0,40.0,16.67,0,100.0,100.0,-100.0,2.0,0,1
SN37165746,Female,2020,4.9,Disability_Non-disable,0,108,108,2,2,2,0,0,21,32,0,1,12,13,20,23,23,29,17,38,2,2,1,2,2,3,2,2,False,52.38,1.0,66.67,26.09,45.0,0,0.0,100.0,50.0,0.0,0,1
SN98492978,Male,2018,5.4,Disability_Non-disable,0,95,95,3,3,1,1,0,25,32,0,1,9,17,16,18,22,28,48,36,2,4,1,2,3,2,1,2,False,28.0,1.0,77.78,55.56,75.0,0,100.0,100.0,-33.33,100.0,1,1
SN42216446,Female,2018,5.7,Disability_Non-disable,0,95,95,2,2,2,2,2,12,31,3,2,7,13,19,18,22,29,8,17,2,2,1,1,1,2,2,0,False,158.33,-33.33,171.43,61.11,52.63,0,0.0,0.0,100.0,-100.0,0,1
SN58876914,Female,2017,4.7,Disability_Cognitive,0,116,116,2,1,2,2,2,10,26,4,10,6,13,16,11,17,29,7,13,0,2,1,1,0,1,0,0,True,160.0,150.0,166.67,163.64,81.25,1,2.0,0.0,1.0,0.0,0,0
SN31232773,Male,2016,5.2,Disability_Non-disable,0,114,114,1,1,0,0,0,22,36,11,15,13,16,25,30,29,30,41,34,2,4,2,3,2,4,2,2,True,63.64,36.36,92.31,0.0,20.0,1,100.0,50.0,100.0,0.0,1,1
SN25739078,Male,2018,5.7,Disability_Non-disable,0,114,114,2,1,2,0,0,38,56,0,0,22,27,31,32,31,30,43,36,3,4,1,3,3,2,0,4,False,47.37,0.0,40.91,-6.25,-3.23,0,33.33,200.0,-33.33,4.0,1,1
SN58811999,Male,2018,5.0,Disability_Cognitive,0,92,92,3,2,2,2,0,2,20,1,11,4,7,15,17,17,25,16,16,1,3,0,1,0,1,0,2,True,900.0,1000.0,275.0,47.06,66.67,1,200.0,1.0,1.0,2.0,1,0
SN71042884,Male,2018,5.3,Disability_SocialEmotional,1,114,114,4,1,2,2,2,25,45,2,0,18,22,26,29,29,31,2,28,1,3,1,2,0,2,0,2,False,80.0,-100.0,44.44,6.9,19.23,0,200.0,100.0,2.0,2.0,1,4
SN90078094,Female,2017,5.5,Disability_Non-disable,0,97,97,2,2,1,0,0,22,32,0,16,6,13,17,19,22,26,22,35,2,2,1,1,2,2,0,2,False,45.45,16.0,183.33,36.84,52.94,0,0.0,0.0,0.0,2.0,0,1
SN98245603,Male,2018,5.2,Disability_Cognitive,0,115,115,2,1,2,0,1,21,34,0,10,7,14,18,17,25,25,24,33,2,3,1,2,0,2,2,2,True,61.9,10.0,157.14,47.06,38.89,1,50.0,100.0,2.0,0.0,1,0
SN70827296,Female,2018,5.5,Disability_Non-disable,1,103,103,2,2,1,1,1,12,26,6,11,5,7,19,15,19,27,22,27,2,2,1,2,2,2,2,2,False,116.67,83.33,280.0,80.0,42.11,0,0.0,100.0,0.0,0.0,0,1
SN93449862,Female,2018,5.4,Disability_Non-disable,0,95,95,6,4,0,0,0,23,33,8,16,2,12,18,19,22,27,38,39,2,4,1,1,1,2,2,2,False,43.48,100.0,800.0,42.11,50.0,0,100.0,0.0,100.0,0.0,0,1
SN35740226,Male,2021,5.3,Disability_Non-disable,0,115,104,3,2,1,0,1,6,25,3,16,3,10,17,17,19,22,6,12,1,4,1,2,2,4,2,2,True,316.67,433.33,466.67,29.41,29.41,1,300.0,100.0,100.0,0.0,1,1
SN95627710,Male,2020,5.3,Disability_Cognitive,1,95,95,4,2,2,1,0,25,38,0,0,7,18,22,18,25,27,14,36,2,4,1,2,1,2,2,2,False,52.0,0.0,214.29,50.0,22.73,0,100.0,100.0,100.0,0.0,1,0
SN13682300,Male,2018,5.6,Disability_SocialEmotional,1,95,95,2,1,2,1,1,29,37,1,0,18,22,28,26,27,30,31,26,4,4,1,2,1,4,2,2,False,27.59,-100.0,55.56,15.38,7.14,0,0.0,100.0,300.0,0.0,1,4
SN50649229,Male,2020,5.8,Disability_Cognitive,0,102,102,3,2,2,1,0,29,33,0,19,12,17,21,25,27,28,39,22,2,5,1,2,2,2,2,2,False,13.79,19.0,75.0,12.0,33.33,0,150.0,100.0,0.0,0.0,1,0
SN34508034,Female,2016,5.3,Disability_Non-disable,0,101,101,4,1,2,0,0,43,51,0,2,22,28,31,29,30,29,47,39,2,4,2,2,1,2,2,2,False,18.6,2.0,40.91,0.0,-6.45,0,100.0,0.0,100.0,0.0,0,1
SN78799938,Male,2018,5.9,Disability_Non-disable,0,88,88,3,1,1,0,0,3,29,3,17,3,7,17,18,19,29,6,3,2,1,1,1,1,1,0,0,False,866.67,466.67,466.67,61.11,70.59,0,-50.0,0.0,0.0,0.0,1,1
SN89196289,Female,2016,5.3,Disability_Non-disable,0,103,103,2,2,2,2,2,24,47,0,0,12,17,23,21,25,31,44,29,2,3,1,1,2,2,0,1,False,95.83,0.0,91.67,47.62,34.78,0,50.0,0.0,0.0,1.0,0,1
SN05560940,Female,2017,4.7,Disability_Cognitive,0,95,95,2,1,0,0,0,15,29,10,16,8,12,19,17,19,22,16,19,0,2,0,1,1,0,0,2,True,93.33,60.0,137.5,29.41,15.79,1,2.0,1.0,-100.0,2.0,0,0
SN12844031,Male,2020,5.8,Disability_Cognitive,0,103,103,3,3,2,1,2,16,31,1,13,13,12,15,20,24,26,17,18,2,0,1,2,1,1,2,2,True,93.75,1200.0,15.38,30.0,73.33,1,-100.0,100.0,0.0,0.0,1,0
SN82984951,Male,2020,5.7,Disability_Non-disable,0,105,105,2,1,2,0,1,46,61,1,0,29,32,29,28,29,31,34,52,2,3,1,2,0,2,0,2,False,32.61,-100.0,0.0,10.71,6.9,0,50.0,100.0,2.0,2.0,1,1
SN75617127,Female,2016,4.7,Disability_Non-disable,0,102,102,3,1,2,0,1,12,42,1,15,8,11,21,20,22,27,17,29,1,2,1,1,1,3,0,2,False,250.0,1400.0,162.5,35.0,28.57,0,100.0,0.0,200.0,2.0,0,1
SN59662952,Female,2020,5.1,Disability_Non-disable,0,94,94,2,2,1,0,0,16,24,0,0,15,15,17,17,20,29,14,23,1,3,1,0,1,2,0,2,False,50.0,0.0,13.33,70.59,70.59,0,200.0,-100.0,100.0,2.0,0,1
SN74267554,Female,2017,5.1,Disability_Non-disable,0,96,96,2,2,2,1,1,5,30,4,13,1,15,18,15,21,27,12,28,1,2,1,1,1,1,2,0,True,500.0,225.0,1700.0,80.0,50.0,1,100.0,0.0,0.0,-100.0,0,1
SN55649211,Male,2017,5.2,Disability_Non-disable,0,114,114,4,2,2,0,1,12,26,3,10,4,16,17,17,20,25,22,33,1,3,1,2,0,2,2,2,True,116.67,233.33,325.0,47.06,47.06,1,200.0,100.0,2.0,0.0,1,1
